energy_keV,mu_lyso_cm1,mu_water_cm1,f_compton_lyso,f_pe_lyso,P_KN_600keV_threshold,f_useful_1157
511,0.8197126710658293,0.09596705301856454,0.5616005994405645,0.37768811712554834,0.0,1.0
1157,0.4135434565422648,0.06573071438838445,0.8355981964421882,0.13700629849894283,0.502886514259548,0.5572173628293199
