isotope,Z,A,symbol,half_life_s,half_life_min,beta_plus_pct,projectile,target_el,target_A,target,peak_xs_mb,peak_E_MeV
Nb-87,41,87,Nb,222.0,3.7,185.9,p,Nb,88,88Nb,218.45,18.0
Nb-87,41,87,Nb,222.0,3.7,185.9,p,Zr,87,87Zr,171.63,14.0
Nb-87,41,87,Nb,222.0,3.7,185.9,d,Zr,86,86Zr,116.11,8.0
Nb-87,41,87,Nb,222.0,3.7,185.9,d,Nb,86,86Nb,49.42,8.0
Nb-88,41,88,Nb,870.0,14.5,181.5,p,Zr,88,88Zr,290.86,15.0
Nb-88,41,88,Nb,870.0,14.5,181.5,p,Nb,89,89Nb,113.02,18.0
Nb-88,41,88,Nb,870.0,14.5,181.5,d,Zr,87,87Zr,81.8,7.0
Nb-88,41,88,Nb,870.0,14.5,181.5,d,Nb,87,87Nb,38.15,8.0
Nb-89,41,89,Nb,7308.0,121.8,156.0,p,Zr,89,89Zr,622.37,13.0
Nb-89,41,89,Nb,7308.0,121.8,156.0,p,Nb,90,90Nb,461.15,18.0
Nb-89,41,89,Nb,7308.0,121.8,156.0,d,Zr,88,88Zr,293.04,8.0
Nb-89,41,89,Nb,7308.0,121.8,156.0,d,Nb,88,88Nb,157.99,8.0
Nb-89,41,89,Nb,7308.0,121.8,156.0,d,Zr,89,89Zr,123.19,9.0
Nb-89,41,89,Nb,7308.0,121.8,156.0,p,Zr,90,90Zr,91.55,18.0
Nb-89,41,89,Nb,7308.0,121.8,156.0,p,Zr,88,88Zr,12.63,9.0
Nb-89,41,89,Nb,7308.0,121.8,156.0,d,Mo,91,91Mo,10.69,9.0
Nb-90,41,90,Nb,52560.0,876.0,53.0,p,Zr,90,90Zr,812.63,15.0
Nb-90,41,90,Nb,52560.0,876.0,53.0,p,Zr,91,91Zr,617.9,18.0
Nb-90,41,90,Nb,52560.0,876.0,53.0,p,Nb,91,91Nb,426.78,18.0
Nb-90,41,90,Nb,52560.0,876.0,53.0,d,Zr,89,89Zr,330.96,8.0
Nb-90,41,90,Nb,52560.0,876.0,53.0,d,Nb,89,89Nb,196.42,8.0
Nb-90,41,90,Nb,52560.0,876.0,53.0,p,Zr,89,89Zr,22.55,9.0
Nb-90,41,90,Nb,52560.0,876.0,53.0,p,Mo,93,93Mo,20.84,18.0
Nd-135,60,135,Nd,744.0,12.4,63.5,p,Pr,135,135Pr,729.52,15.0
Nd-135,60,135,Nd,744.0,12.4,63.5,p,Pr,136,136Pr,490.95,18.0
Nd-135,60,135,Nd,744.0,12.4,63.5,p,Nd,136,136Nd,248.99,18.0
Nd-135,60,135,Nd,744.0,12.4,63.5,d,Pr,134,134Pr,211.62,9.0
Nd-135,60,135,Nd,744.0,12.4,63.5,d,Nd,134,134Nd,156.19,9.0
Nd-135,60,135,Nd,744.0,12.4,63.5,p,Pr,134,134Pr,32.01,8.0
Nd-135,60,135,Nd,744.0,12.4,63.5,d,Pr,135,135Pr,25.01,9.0
O-15,8,15,O,122.24,2.0,99.9,d,O,14,14O,642.67,4.0
O-15,8,15,O,122.24,2.0,99.9,p,N,14,14N,435.72,1.0
O-15,8,15,O,122.24,2.0,99.9,d,F,17,17F,270.55,6.0
O-15,8,15,O,122.24,2.0,99.9,d,Ne,18,18Ne,239.91,5.0
O-15,8,15,O,122.24,2.0,99.9,d,N,14,14N,220.94,3.93
O-15,8,15,O,122.24,2.0,99.9,p,Ne,19,19Ne,218.16,13.0
O-15,8,15,O,122.24,2.0,99.9,p,N,15,15N,192.4,6.35
O-15,8,15,O,122.24,2.0,99.9,p,F,18,18F,185.17,9.0
O-15,8,15,O,122.24,2.0,99.9,d,F,18,18F,130.02,9.0
O-15,8,15,O,122.24,2.0,99.9,p,F,19,19F,103.3,15.0
O-15,8,15,O,122.24,2.0,99.9,p,Na,22,22Na,55.53,15.0
O-15,8,15,O,122.24,2.0,99.9,d,Na,21,21Na,49.98,9.0
O-15,8,15,O,122.24,2.0,99.9,p,N,16,16N,19.84,18.0
O-15,8,15,O,122.24,2.0,99.9,p,O,16,16O,19.47,17.0
P-30,15,30,P,149.88,2.5,99.9,p,Si,29,29Si,42392.22,1.0
P-30,15,30,P,149.88,2.5,99.9,p,Si,30,30Si,340.65,12.0
P-30,15,30,P,149.88,2.5,99.9,d,Si,29,29Si,279.12,4.0
P-30,15,30,P,149.88,2.5,99.9,d,P,29,29P,217.66,4.0
P-30,15,30,P,149.88,2.5,99.9,d,S,32,32S,180.15,7.0
P-30,15,30,P,149.88,2.5,99.9,p,P,31,31P,156.1,18.0
P-30,15,30,P,149.88,2.5,99.9,p,S,33,33S,134.12,13.0
P-30,15,30,P,149.88,2.5,99.9,d,Cl,33,33Cl,103.85,9.0
P-30,15,30,P,149.88,2.5,99.9,p,Si,31,31Si,57.51,18.0
P-30,15,30,P,149.88,2.5,99.9,p,Cl,34,34Cl,46.59,18.0
P-30,15,30,P,149.88,2.5,99.9,d,Si,30,30Si,13.23,9.0
Pd-97,46,97,Pd,186.0,3.1,65.0,p,Rh,97,97Rh,318.66,12.0
Pd-97,46,97,Pd,186.0,3.1,65.0,d,Pd,96,96Pd,249.06,7.0
Pd-97,46,97,Pd,186.0,3.1,65.0,p,Pd,98,98Pd,162.34,18.0
Pd-97,46,97,Pd,186.0,3.1,65.0,p,Ag,100,100Ag,87.7,12.0
Pd-97,46,97,Pd,186.0,3.1,65.0,p,Rh,98,98Rh,85.69,18.0
Pd-97,46,97,Pd,186.0,3.1,65.0,d,Rh,96,96Rh,78.83,7.0
Pd-97,46,97,Pd,186.0,3.1,65.0,d,Ag,99,99Ag,39.38,9.0
Pd-97,46,97,Pd,186.0,3.1,65.0,p,Cd,101,101Cd,17.22,18.0
Pm-136,61,136,Pm,300.0,5.0,88.5,p,Nd,136,136Nd,561.56,16.0
Pm-136,61,136,Pm,300.0,5.0,88.5,d,Nd,135,135Nd,216.26,9.0
Pm-136,61,136,Pm,300.0,5.0,88.5,p,Nd,135,135Nd,72.65,10.0
Pm-136,61,136,Pm,300.0,5.0,88.5,p,Sm,139,139Sm,14.25,18.0
Pm-137,61,137,Pm,144.0,2.4,65.0,p,Nd,137,137Nd,476.31,14.0
Pm-137,61,137,Pm,144.0,2.4,65.0,d,Nd,136,136Nd,212.42,9.0
Pm-137,61,137,Pm,144.0,2.4,65.0,p,Nd,136,136Nd,75.59,9.0
Pm-137,61,137,Pm,144.0,2.4,65.0,p,Nd,138,138Nd,67.95,18.0
Pm-139,61,139,Pm,249.0,4.2,69.5,p,Nd,139,139Nd,694.5,14.0
Pm-139,61,139,Pm,249.0,4.2,69.5,p,Nd,140,140Nd,452.25,18.0
Pm-139,61,139,Pm,249.0,4.2,69.5,d,Nd,138,138Nd,269.53,9.0
Pm-139,61,139,Pm,249.0,4.2,69.5,p,Nd,138,138Nd,65.1,8.0
Pm-139,61,139,Pm,249.0,4.2,69.5,d,Nd,139,139Nd,47.83,9.0
Pm-141,61,141,Pm,1254.0,20.9,50.5,p,Nd,141,141Nd,876.14,15.0
Pm-141,61,141,Pm,1254.0,20.9,50.5,p,Nd,142,142Nd,758.57,18.0
Pm-141,61,141,Pm,1254.0,20.9,50.5,d,Nd,140,140Nd,323.09,9.0
Pm-141,61,141,Pm,1254.0,20.9,50.5,d,Nd,141,141Nd,116.29,9.0
Pm-141,61,141,Pm,1254.0,20.9,50.5,p,Nd,140,140Nd,57.99,9.0
Pr-134,59,134,Pr,1020.0,17.0,150.4,p,Ce,134,134Ce,869.77,16.0
Pr-134,59,134,Pr,1020.0,17.0,150.4,p,Ce,135,135Ce,518.8,18.0
Pr-134,59,134,Pr,1020.0,17.0,150.4,d,Ce,133,133Ce,280.79,9.0
Pr-134,59,134,Pr,1020.0,17.0,150.4,p,Pr,135,135Pr,138.13,18.0
Pr-134,59,134,Pr,1020.0,17.0,150.4,d,Pr,133,133Pr,132.2,9.0
Pr-134,59,134,Pr,1020.0,17.0,150.4,p,Ce,133,133Ce,24.89,9.0
Pr-134,59,134,Pr,1020.0,17.0,150.4,p,Nd,137,137Nd,11.82,18.0
Pr-136,59,136,Pr,786.0,13.1,58.0,p,Ce,136,136Ce,891.91,15.0
Pr-136,59,136,Pr,786.0,13.1,58.0,p,Ce,137,137Ce,821.89,18.0
Pr-136,59,136,Pr,786.0,13.1,58.0,d,Ce,135,135Ce,248.8,9.0
Pr-136,59,136,Pr,786.0,13.1,58.0,d,Pr,135,135Pr,114.18,9.0
Pr-136,59,136,Pr,786.0,13.1,58.0,p,Pr,137,137Pr,52.2,18.0
Pr-136,59,136,Pr,786.0,13.1,58.0,d,Ce,136,136Ce,18.3,9.0
Pr-136,59,136,Pr,786.0,13.1,58.0,p,Ce,135,135Ce,17.84,9.0
Pr-136,59,136,Pr,786.0,13.1,58.0,p,Nd,139,139Nd,11.95,18.0
Pr-140,59,140,Pr,203.4,3.4,51.0,p,Ce,141,141Ce,1058.56,18.0
Pr-140,59,140,Pr,203.4,3.4,51.0,p,Ce,140,140Ce,741.71,12.0
Pr-140,59,140,Pr,203.4,3.4,51.0,d,Ce,140,140Ce,245.34,9.0
Pr-140,59,140,Pr,203.4,3.4,51.0,d,Ce,139,139Ce,136.56,9.0
Pr-140,59,140,Pr,203.4,3.4,51.0,d,Pr,139,139Pr,102.64,9.0
Pr-140,59,140,Pr,203.4,3.4,51.0,p,Ce,142,142Ce,25.92,18.0
Pr-140,59,140,Pr,203.4,3.4,51.0,p,Pr,141,141Pr,10.41,18.0
Rb-77,37,77,Rb,226.8,3.8,95.4,p,Rb,78,78Rb,95.71,18.0
Rb-77,37,77,Rb,226.8,3.8,95.4,d,Kr,76,76Kr,71.24,7.0
Rb-77,37,77,Rb,226.8,3.8,95.4,p,Kr,77,77Kr,65.6,12.0
Rb-77,37,77,Rb,226.8,3.8,95.4,d,Y,80,80Y,11.97,9.0
Rb-77,37,77,Rb,226.8,3.8,95.4,d,Rb,76,76Rb,11.51,8.0
Rb-78,37,78,Rb,1059.6,17.7,172.0,p,Kr,78,78Kr,301.82,14.0
Rb-78,37,78,Rb,1059.6,17.7,172.0,p,Rb,79,79Rb,176.55,18.0
Rb-78,37,78,Rb,1059.6,17.7,172.0,d,Kr,77,77Kr,122.24,7.0
Rb-78,37,78,Rb,1059.6,17.7,172.0,d,Rb,77,77Rb,63.07,7.0
Rb-78,37,78,Rb,1059.6,17.7,172.0,p,Kr,79,79Kr,16.1,18.0
Rb-78,37,78,Rb,1059.6,17.7,172.0,d,Sr,80,80Sr,11.09,9.0
Rb-78,37,78,Rb,1059.6,17.7,172.0,p,Sr,81,81Sr,10.55,17.0
Rb-79,37,79,Rb,1374.0,22.9,84.5,p,Rb,80,80Rb,495.68,18.0
Rb-79,37,79,Rb,1374.0,22.9,84.5,p,Kr,79,79Kr,387.25,11.0
Rb-79,37,79,Rb,1374.0,22.9,84.5,d,Kr,78,78Kr,206.73,7.0
Rb-79,37,79,Rb,1374.0,22.9,84.5,p,Kr,80,80Kr,167.61,18.0
Rb-79,37,79,Rb,1374.0,22.9,84.5,d,Kr,79,79Kr,152.06,9.0
Rb-79,37,79,Rb,1374.0,22.9,84.5,d,Rb,78,78Rb,32.61,7.0
Rb-79,37,79,Rb,1374.0,22.9,84.5,p,Sr,82,82Sr,14.38,13.0
Rb-79,37,79,Rb,1374.0,22.9,84.5,d,Sr,81,81Sr,14.16,9.0
Rb-79,37,79,Rb,1374.0,22.9,84.5,d,Y,82,82Y,10.51,9.0
Rh-95,45,95,Rh,301.2,5.0,79.3,p,Rh,96,96Rh,287.72,18.0
Rh-95,45,95,Rh,301.2,5.0,79.3,p,Ru,95,95Ru,130.43,8.0
Rh-95,45,95,Rh,301.2,5.0,79.3,d,Ru,94,94Ru,124.74,8.0
Rh-95,45,95,Rh,301.2,5.0,79.3,p,Ru,96,96Ru,53.59,18.0
Rh-95,45,95,Rh,301.2,5.0,79.3,d,Ru,95,95Ru,15.46,9.0
Rh-95,45,95,Rh,301.2,5.0,79.3,p,Ag,99,99Ag,14.81,18.0
Rh-95,45,95,Rh,301.2,5.0,79.3,d,Rh,94,94Rh,14.61,9.0
Rh-95,45,95,Rh,301.2,5.0,79.3,p,Pd,98,98Pd,10.08,12.0
Rh-96,45,96,Rh,594.0,9.9,64.5,p,Ru,96,96Ru,434.6,13.0
Rh-96,45,96,Rh,594.0,9.9,64.5,p,Rh,97,97Rh,373.27,18.0
Rh-96,45,96,Rh,594.0,9.9,64.5,p,Ru,97,97Ru,261.95,18.0
Rh-96,45,96,Rh,594.0,9.9,64.5,d,Rh,95,95Rh,184.66,7.0
Rh-96,45,96,Rh,594.0,9.9,64.5,d,Ru,95,95Ru,140.38,8.0
Rh-96,45,96,Rh,594.0,9.9,64.5,p,Pd,99,99Pd,44.03,15.0
Rh-96,45,96,Rh,594.0,9.9,64.5,p,Ag,100,100Ag,35.01,18.0
Rh-96,45,96,Rh,594.0,9.9,64.5,d,Pd,98,98Pd,25.11,9.0
Rh-97,45,97,Rh,1842.0,30.7,75.7,p,Rh,98,98Rh,648.12,18.0
Rh-97,45,97,Rh,1842.0,30.7,75.7,p,Ru,97,97Ru,598.19,12.0
Rh-97,45,97,Rh,1842.0,30.7,75.7,p,Ru,98,98Ru,551.84,18.0
Rh-97,45,97,Rh,1842.0,30.7,75.7,d,Ru,97,97Ru,295.18,9.0
Rh-97,45,97,Rh,1842.0,30.7,75.7,d,Ru,96,96Ru,255.07,8.0
Rh-97,45,97,Rh,1842.0,30.7,75.7,d,Rh,96,96Rh,133.63,8.0
Rh-97,45,97,Rh,1842.0,30.7,75.7,p,Pd,100,100Pd,51.34,17.0
Rh-97,45,97,Rh,1842.0,30.7,75.7,d,Pd,99,99Pd,33.15,9.0
Rh-97,45,97,Rh,1842.0,30.7,75.7,p,Ag,101,101Ag,15.02,18.0
Rh-98,45,98,Rh,523.2,8.7,87.6,p,Ru,98,98Ru,691.05,13.0
Rh-98,45,98,Rh,523.2,8.7,87.6,p,Ru,99,99Ru,589.26,18.0
Rh-98,45,98,Rh,523.2,8.7,87.6,p,Rh,99,99Rh,319.23,18.0
Rh-98,45,98,Rh,523.2,8.7,87.6,d,Rh,97,97Rh,222.14,9.0
Rh-98,45,98,Rh,523.2,8.7,87.6,d,Ru,97,97Ru,218.48,8.0
Rh-98,45,98,Rh,523.2,8.7,87.6,d,Ru,98,98Ru,97.04,9.0
Rh-98,45,98,Rh,523.2,8.7,87.6,p,Pd,101,101Pd,30.71,17.0
Rh-98,45,98,Rh,523.2,8.7,87.6,d,Pd,100,100Pd,17.6,9.0
Ru-92,44,92,Ru,219.0,3.7,65.0,p,Ru,93,93Ru,56.47,18.0
Ru-92,44,92,Ru,219.0,3.7,65.0,d,Ru,91,91Ru,13.74,9.0
Sb-113,51,113,Sb,400.2,6.7,69.5,p,Sn,113,113Sn,539.08,13.0
Sb-113,51,113,Sb,400.2,6.7,69.5,p,Sb,114,114Sb,437.77,18.0
Sb-113,51,113,Sb,400.2,6.7,69.5,p,Sn,114,114Sn,360.94,18.0
Sb-113,51,113,Sb,400.2,6.7,69.5,d,Sn,112,112Sn,345.12,9.0
Sb-113,51,113,Sb,400.2,6.7,69.5,d,Sb,112,112Sb,162.64,9.0
Sb-113,51,113,Sb,400.2,6.7,69.5,d,Sn,113,113Sn,124.27,9.0
Sb-113,51,113,Sb,400.2,6.7,69.5,p,Sn,112,112Sn,35.62,8.0
Sb-113,51,113,Sb,400.2,6.7,69.5,p,Te,116,116Te,34.59,18.0
Sb-113,51,113,Sb,400.2,6.7,69.5,p,I,117,117I,21.12,18.0
Sb-113,51,113,Sb,400.2,6.7,69.5,d,Te,115,115Te,19.61,9.0
Sb-113,51,113,Sb,400.2,6.7,69.5,p,Te,117,117Te,17.97,18.0
Sb-114,51,114,Sb,209.4,3.5,80.5,p,Sn,114,114Sn,789.0,14.0
Sb-114,51,114,Sb,209.4,3.5,80.5,p,Sn,115,115Sn,596.56,18.0
Sb-114,51,114,Sb,209.4,3.5,80.5,d,Sn,113,113Sn,295.61,9.0
Sb-114,51,114,Sb,209.4,3.5,80.5,p,Sb,115,115Sb,240.5,18.0
Sb-114,51,114,Sb,209.4,3.5,80.5,d,Sb,113,113Sb,200.68,9.0
Sb-114,51,114,Sb,209.4,3.5,80.5,p,Te,117,117Te,31.95,17.0
Sb-114,51,114,Sb,209.4,3.5,80.5,p,Sn,113,113Sn,26.36,8.0
Sb-114,51,114,Sb,209.4,3.5,80.5,p,I,118,118I,22.41,18.0
Sb-114,51,114,Sb,209.4,3.5,80.5,d,Te,116,116Te,13.67,9.0
Sb-116,51,116,Sb,948.0,15.8,79.5,p,Sn,117,117Sn,925.06,18.0
Sb-116,51,116,Sb,948.0,15.8,79.5,p,Sn,116,116Sn,857.76,13.0
Sb-116,51,116,Sb,948.0,15.8,79.5,d,Sn,115,115Sn,283.02,9.0
Sb-116,51,116,Sb,948.0,15.8,79.5,p,Sb,117,117Sb,197.17,18.0
Sb-116,51,116,Sb,948.0,15.8,79.5,d,Sb,115,115Sb,148.75,9.0
Sb-116,51,116,Sb,948.0,15.8,79.5,d,Sn,116,116Sn,99.78,9.0
Sb-116,51,116,Sb,948.0,15.8,79.5,p,Te,119,119Te,24.0,18.0
Sb-116,51,116,Sb,948.0,15.8,79.5,p,Sn,115,115Sn,23.12,7.0
Sb-118,51,118,Sb,216.0,3.6,73.7,p,Sn,119,119Sn,1042.1,18.0
Sb-118,51,118,Sb,216.0,3.6,73.7,p,Sn,118,118Sn,804.38,12.0
Sb-118,51,118,Sb,216.0,3.6,73.7,d,Sn,118,118Sn,325.04,9.0
Sb-118,51,118,Sb,216.0,3.6,73.7,d,Sn,117,117Sn,178.01,9.0
Sb-118,51,118,Sb,216.0,3.6,73.7,d,Sb,117,117Sb,116.19,9.0
Sb-118,51,118,Sb,216.0,3.6,73.7,p,Sb,119,119Sb,47.28,18.0
Sb-118,51,118,Sb,216.0,3.6,73.7,p,Te,121,121Te,13.78,18.0
Sc-43,21,43,Sc,14007.6,233.5,88.1,p,Ti,44,44Ti,566.5,18.0
Sc-43,21,43,Sc,14007.6,233.5,88.1,p,Ca,43,43Ca,432.15,9.0
Sc-43,21,43,Sc,14007.6,233.5,88.1,p,Sc,44,44Sc,379.82,18.0
Sc-43,21,43,Sc,14007.6,233.5,88.1,d,Ca,42,42Ca,316.66,5.0
Sc-43,21,43,Sc,14007.6,233.5,88.1,d,Ca,43,43Ca,253.53,9.0
Sc-43,21,43,Sc,14007.6,233.5,88.1,p,Ca,44,44Ca,215.94,18.0
Sc-43,21,43,Sc,14007.6,233.5,88.1,d,Sc,42,42Sc,125.3,5.0
Sc-43,21,43,Sc,14007.6,233.5,88.1,d,Ti,45,45Ti,50.6,7.0
Sc-43,21,43,Sc,14007.6,233.5,88.1,p,Ti,46,46Ti,42.44,15.0
Sc-43,21,43,Sc,14007.6,233.5,88.1,p,Ca,42,42Ca,39.71,4.75
Sc-43,21,43,Sc,14007.6,233.5,88.1,p,V,47,47V,11.01,18.0
Sc-44,21,44,Sc,14292.0,238.2,94.3,p,Ca,44,44Ca,648.34,12.0
Sc-44,21,44,Sc,14292.0,238.2,94.3,p,Ca,45,45Ca,510.0,18.0
Sc-44,21,44,Sc,14292.0,238.2,94.3,p,Sc,45,45Sc,426.31,18.0
Sc-44,21,44,Sc,14292.0,238.2,94.3,d,Ca,43,43Ca,400.79,5.0
Sc-44,21,44,Sc,14292.0,238.2,94.3,d,Ti,44,44Ti,398.28,9.0
Sc-44,21,44,Sc,14292.0,238.2,94.3,d,Sc,43,43Sc,305.52,5.0
Sc-44,21,44,Sc,14292.0,238.2,94.3,d,Ca,44,44Ca,301.27,9.0
Sc-44,21,44,Sc,14292.0,238.2,94.3,d,Ti,46,46Ti,107.72,9.0
Sc-44,21,44,Sc,14292.0,238.2,94.3,p,Ti,47,47Ti,87.86,16.0
Sc-44,21,44,Sc,14292.0,238.2,94.3,p,Ca,43,43Ca,17.35,4.5
Se-70,34,70,Se,2466.0,41.1,50.5,p,Se,71,71Se,93.07,18.0
Se-70,34,70,Se,2466.0,41.1,50.5,p,As,70,70As,90.25,13.0
Se-70,34,70,Se,2466.0,41.1,50.5,d,As,69,69As,58.02,6.0
Se-70,34,70,Se,2466.0,41.1,50.5,d,Se,69,69Se,24.95,7.0
Se-70,34,70,Se,2466.0,41.1,50.5,d,Kr,73,73Kr,22.31,9.0
Se-70,34,70,Se,2466.0,41.1,50.5,d,Br,72,72Br,21.94,8.0
Se-70,34,70,Se,2466.0,41.1,50.5,p,Br,73,73Br,12.2,8.0
Se-71,34,71,Se,284.4,4.7,96.0,d,Se,70,70Se,223.53,6.0
Se-71,34,71,Se,284.4,4.7,96.0,p,As,71,71As,130.93,14.0
Se-71,34,71,Se,284.4,4.7,96.0,p,Se,72,72Se,88.43,18.0
Se-71,34,71,Se,284.4,4.7,96.0,d,As,70,70As,73.79,6.0
Se-71,34,71,Se,284.4,4.7,96.0,p,As,72,72As,21.9,18.0
Se-71,34,71,Se,284.4,4.7,96.0,d,Br,73,73Br,17.2,9.0
Se-71,34,71,Se,284.4,4.7,96.0,p,Br,74,74Br,12.57,17.0
Se-73,34,73,Se,25740.0,429.0,84.8,p,As,73,73As,568.29,12.0
Se-73,34,73,Se,25740.0,429.0,84.8,p,Se,74,74Se,512.24,18.0
Se-73,34,73,Se,25740.0,429.0,84.8,d,Se,72,72Se,443.48,8.0
Se-73,34,73,Se,25740.0,429.0,84.8,p,As,74,74As,401.49,18.0
Se-73,34,73,Se,25740.0,429.0,84.8,d,As,73,73As,346.73,9.0
Se-73,34,73,Se,25740.0,429.0,84.8,d,As,72,72As,180.24,6.0
Se-73,34,73,Se,25740.0,429.0,84.8,d,Br,75,75Br,24.54,9.0
Se-73,34,73,Se,25740.0,429.0,84.8,p,Br,76,76Br,22.22,16.0
Se-73,34,73,Se,25740.0,429.0,84.8,p,Kr,77,77Kr,20.44,18.0
Sm-139,62,139,Sm,154.2,2.6,74.3,p,Sm,140,140Sm,194.87,18.0
Sm-139,62,139,Sm,154.2,2.6,74.3,d,Sm,138,138Sm,169.99,9.0
Sm-139,62,139,Sm,154.2,2.6,74.3,p,Eu,142,142Eu,15.23,18.0
Sm-141,62,141,Sm,612.0,10.2,87.0,d,Sm,140,140Sm,178.49,9.0
Sm-141,62,141,Sm,612.0,10.2,87.0,p,Sm,142,142Sm,153.23,18.0
Sm-141,62,141,Sm,612.0,10.2,87.0,p,Eu,144,144Eu,21.69,18.0
Sr-79,38,79,Sr,135.0,2.3,100.0,d,Sr,78,78Sr,143.08,6.0
Sr-79,38,79,Sr,135.0,2.3,100.0,p,Rb,79,79Rb,121.94,14.0
Sr-79,38,79,Sr,135.0,2.3,100.0,p,Sr,80,80Sr,71.34,18.0
Sr-79,38,79,Sr,135.0,2.3,100.0,d,Rb,78,78Rb,66.12,6.0
Sr-79,38,79,Sr,135.0,2.3,100.0,d,Y,81,81Y,18.49,9.0
Sr-79,38,79,Sr,135.0,2.3,100.0,p,Y,82,82Y,13.18,17.0
Sr-79,38,79,Sr,135.0,2.3,100.0,p,Rb,80,80Rb,12.22,18.0
Sr-79,38,79,Sr,135.0,2.3,100.0,p,Zr,83,83Zr,12.21,18.0
Sr-81,38,81,Sr,1338.0,22.3,90.0,p,Rb,81,81Rb,566.89,14.0
Sr-81,38,81,Sr,1338.0,22.3,90.0,d,Sr,80,80Sr,428.25,8.0
Sr-81,38,81,Sr,1338.0,22.3,90.0,p,Sr,82,82Sr,271.4,18.0
Sr-81,38,81,Sr,1338.0,22.3,90.0,d,Rb,80,80Rb,221.81,7.0
Sr-81,38,81,Sr,1338.0,22.3,90.0,p,Rb,82,82Rb,168.19,18.0
Sr-81,38,81,Sr,1338.0,22.3,90.0,d,Rb,81,81Rb,84.8,9.0
Sr-81,38,81,Sr,1338.0,22.3,90.0,p,Y,84,84Y,49.61,18.0
Sr-81,38,81,Sr,1338.0,22.3,90.0,d,Y,83,83Y,36.04,9.0
Sr-81,38,81,Sr,1338.0,22.3,90.0,p,Rb,80,80Rb,14.84,7.0
Ta-168,73,168,Ta,120.0,2.0,75.5,p,Hf,168,168Hf,832.31,16.0
Ta-168,73,168,Ta,120.0,2.0,75.5,p,Hf,169,169Hf,353.16,18.0
Ta-168,73,168,Ta,120.0,2.0,75.5,d,Hf,167,167Hf,109.1,9.0
Ta-168,73,168,Ta,120.0,2.0,75.5,d,Ta,167,167Ta,66.54,9.0
Ta-168,73,168,Ta,120.0,2.0,75.5,p,Hf,167,167Hf,53.96,10.0
Ta-168,73,168,Ta,120.0,2.0,75.5,p,Ta,169,169Ta,37.8,18.0
Ta-168,73,168,Ta,120.0,2.0,75.5,p,W,171,171W,10.69,18.0
Ta-170,73,170,Ta,405.6,6.8,67.5,p,Hf,170,170Hf,789.18,15.0
Ta-170,73,170,Ta,405.6,6.8,67.5,p,Hf,171,171Hf,622.7,18.0
Ta-170,73,170,Ta,405.6,6.8,67.5,d,Hf,169,169Hf,111.25,9.0
Ta-170,73,170,Ta,405.6,6.8,67.5,d,Ta,169,169Ta,70.02,9.0
Ta-170,73,170,Ta,405.6,6.8,67.5,p,Hf,169,169Hf,34.43,10.0
Ta-170,73,170,Ta,405.6,6.8,67.5,p,Ta,171,171Ta,15.73,18.0
Tb-147,65,147,Tb,5904.0,98.4,50.4,p,Gd,147,147Gd,744.64,16.0
Tb-147,65,147,Tb,5904.0,98.4,50.4,p,Gd,148,148Gd,685.34,18.0
Tb-147,65,147,Tb,5904.0,98.4,50.4,p,Tb,148,148Tb,526.37,18.0
Tb-147,65,147,Tb,5904.0,98.4,50.4,d,Gd,146,146Gd,193.05,9.0
Tb-147,65,147,Tb,5904.0,98.4,50.4,d,Tb,146,146Tb,88.84,9.0
Tb-147,65,147,Tb,5904.0,98.4,50.4,p,Gd,146,146Gd,83.77,9.0
Tb-147,65,147,Tb,5904.0,98.4,50.4,p,Dy,151,151Dy,42.41,18.0
Tb-147,65,147,Tb,5904.0,98.4,50.4,d,Gd,147,147Gd,26.04,9.0
Tb-147,65,147,Tb,5904.0,98.4,50.4,p,Dy,150,150Dy,22.0,18.0
Tb-147,65,147,Tb,5904.0,98.4,50.4,p,Ho,151,151Ho,10.05,18.0
Tb-148,65,148,Tb,3600.0,60.0,83.1,p,Gd,149,149Gd,918.88,18.0
Tb-148,65,148,Tb,3600.0,60.0,83.1,p,Gd,148,148Gd,819.58,15.0
Tb-148,65,148,Tb,3600.0,60.0,83.1,p,Tb,149,149Tb,374.78,18.0
Tb-148,65,148,Tb,3600.0,60.0,83.1,d,Gd,147,147Gd,197.12,9.0
Tb-148,65,148,Tb,3600.0,60.0,83.1,d,Tb,147,147Tb,111.83,9.0
Tb-148,65,148,Tb,3600.0,60.0,83.1,p,Dy,151,151Dy,47.71,18.0
Tb-148,65,148,Tb,3600.0,60.0,83.1,p,Gd,147,147Gd,43.76,10.0
Tb-148,65,148,Tb,3600.0,60.0,83.1,p,Dy,152,152Dy,35.41,16.0
Tb-148,65,148,Tb,3600.0,60.0,83.1,p,Ho,152,152Ho,10.6,18.0
Tc-91,43,91,Tc,188.4,3.1,92.0,p,Mo,91,91Mo,156.39,15.0
Tc-91,43,91,Tc,188.4,3.1,92.0,d,Mo,90,90Mo,120.29,8.0
Tc-92,43,92,Tc,255.0,4.3,89.0,p,Mo,92,92Mo,366.65,16.0
Tc-92,43,92,Tc,255.0,4.3,89.0,d,Mo,91,91Mo,123.21,8.0
Tc-92,43,92,Tc,255.0,4.3,89.0,p,Mo,93,93Mo,58.4,16.0
Tc-92,43,92,Tc,255.0,4.3,89.0,p,Ru,95,95Ru,17.48,18.0
Tc-94,43,94,Tc,17580.0,293.0,80.7,p,Mo,95,95Mo,701.45,18.0
